OBJECTID,musym,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
8521,3413CM,"Meaufun-Grubcreek-Fourbeaver complex, mass failure, 30 to 60 percent slopes",Complex,,45,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122248
8522,3415BO,"Volstead-Humarel complex, 15 to 30 percent slopes",Complex,,1658,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122249
8523,3416BM,"Lamulita-Quirk complex, mass failure, 15 to 30 percent slopes",Complex,,691,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122250
8524,3416BO,"Meaufun-Humarel-Sharpridge complex, 15 to 30 percent slopes",Complex,,1339,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122251
8525,3416CO,"Meaufun-Humarel-Sharpridge complex, 30 to 60 percent slopes",Complex,,809,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122252
8526,3418AO,"Meaufun-Sharpridge-Humarel complex, 0 to 15 percent slopes",Complex,,447,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122253
8527,3419CO,"Humarel-Volstead complex, 30 to 60 percent slopes",Complex,,927,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122254
8528,3420AO,"Sharpridge-Tolo complex, 0 to 15 percent slopes",Complex,,308,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122255
8529,3421BO,"Sharpridge-Cougarrock-Grubcreek complex, 15 to 30 percent slopes",Complex,,3850,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122256
8530,3424AO,"Geisercreek-Btree complex, 0 to 15 percent slopes",Complex,,2630,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122257
8531,3428CO,"Grubcreek-Anatone-Humarel complex, 30 to 60 percent slopes",Complex,,177,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122258
8532,3436CO,"Humarel-Fourbeaver-Rock outcrop complex, 30 to 60 percent slopes",Complex,,1180,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122259
8533,3437AO,"Quirk-Fourbeaver complex, 0 to 15 percent slopes",Complex,,627,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122260
8534,3461BO,"Geisercreek-Btree-Syrupcreek complex, 15 to 30 percent slopes",Complex,,1176,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122261
8535,3470CL,"Humarel-Fourbeaver-Meaufun complex, landslide, 30 to 60 percent slopes",Complex,,30,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122262
8536,3470CO,"Humarel-Fourbeaver-Meaufun complex, 30 to 60 percent slopes",Complex,,2138,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122263
8537,3474AO,"Sharpridge-Fourbeaver-Cougarrock complex, 0 to 15 percent slopes",Complex,,165,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122264
8538,3475AL,"Sharpridge-Crackercreek complex, landslide, 0 to 15 percent slopes",Complex,,451,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122265
8539,3475BL,"Sharpridge-Crackercreek complex, landslide, 15 to 30 percent slopes",Complex,,36,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122266
8540,3481AL,"Geisercreek-Btree-Olot complex, landslide, 0 to 15  percent slopes",Complex,,86,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122267
8541,3481BL,"Geisercreek-Btree-Olot complex, landslide, 15 to 30 percent slopes",Complex,,591,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122268
8542,3482AO,"Ateron-Humarel complex, 0 to 15 percent slopes",Complex,,122,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122269
8543,3482BO,"Humarel-Ateron complex, 15 to 30 percent slopes",Complex,,186,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122270
8544,3482CO,"Ateron-Humarel complex, 30 to 60 percent slopes",Complex,,52,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122271
8545,4104BO,"Troutmeadows-Lackeyshole complex, 15 to 30 percent slopes",Complex,,1050,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122272
8546,4105CO,"Lackeyshole-Monumentrock complex, 30 to 60 percent slopes",Complex,,266,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122273
8547,4109BO,"Deardorf-Olot-Fivebeaver complex, 15 to 30 percent slopes",Complex,,419,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122274
8548,4112CO,"Bigcow-Wonder complex, 30 to 60 percent slopes",Complex,,10728,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122275
8549,4115AO,"Rebarrow-Pinuscreek complex, 0 to 15 percent slopes",Complex,,82,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122276
8550,4119BO,"Wonder-McWillis complex, 15 to 30 percent slopes",Complex,,9086,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122277
8551,4120CO,"Pinuscreek-Crackercreek complex, 30 to 60 percent slopes",Complex,,6,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122278
8552,4145BO,"Burgerbutte extremely cobbly ashy loam, 15 to 30 percent slopes",Consociation,,99,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122279
8553,4146BO,"Burgerbutte-Puzzlecreek-Rock outcrop complex, 15 to 30 percent slopes",Complex,,565,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122280
8554,4152BO,"Lackeyshole-Troutmeadows complex, 15 to 30 percent slopes",Complex,,3837,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122281
8555,4152CO,"Lackeyshole-Troutmeadows complex, 30 to 60 percent slopes",Complex,,1141,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122282
8556,4159AO,"Larabee-Klickson-Rock outcrop complex, 0 to 15 percent slopes",Complex,,24,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122283
8557,4159DO,"Larabee-Klickson-Rock outcrop complex, 60 to 90 percent slopes",Complex,,1127,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122284
8558,4170AO,"Bocker-Bennettcreek complex, 0 to 15 percent slopes",Complex,,2400,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122285
8559,4171BO,"Bennettcreek-Bocker complex, 15 to 30 percent slopes",Complex,,1879,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122286
8560,4172CO,"Anatone-Klicker-Pinuscreek complex, 30 to 60 percent slopes",Complex,,574,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122287
8561,4180AO,"Olot-McWillis complex, 0 to 15 percent slopes",Complex,,1335,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122288
8562,4181CO,"McWillis-Olot-Bigcow complex, 30 to 60 percent slopes",Complex,,1179,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122289
8563,4182AO,"Troutmeadows-Bearpawmeadow complex, 0 to 15 percent slopes",Complex,,3025,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122290
8564,4183AF,"Mountemily-Troutmeadows complex, frost, 0 to 15 percent slopes",Complex,,1957,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122291
8565,4183BF,"Mountemily-Troutmeadows complex, frost, 15 to 30 percent slopes",Complex,,550,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122292
8566,4185BO,"Anatone-Bennettcreek complex, 15 to 30 percent slopes",Complex,,238,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122293
8567,4200BO,"Thirstygulch-Anatone-Webbgulch complex, 15 to 30 percent slopes",Complex,,13010,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122294
8568,4203BK,"Harl-Rebarrow-Wonder complex, frost churned, 15 to 30 percent slopes",Complex,,140,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122295
8569,4205CK,"Harl-Wonder-Rebarrow complex, frost churned, 30 to 60 percent slopes",Complex,,922,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122296
8570,4919AP,"Anatone-Fivebit-Bocker complex, 0 to 15 percent slopes",Complex,,5104,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122297
8571,4922AE,"Bolobin-Nibolob-Bocker complex, eolian, 0 to 15 percent slopes",Complex,,967,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122298
8572,4925AD,"Nibolob-Bolobin complex, depositional, 0 to 15 percent slopes",Complex,,9,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122299
8573,4928AD,"Fivebit-Anatone complex, depositonal, 0 to 15 percent slopes",Complex,,232,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122300
8574,4930CO,"Fivebeaver-Anatone-Klicker complex, 30 to 60 percent slopes",Complex,,4094,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122301
8575,4931BO,"Klicker-Fivebeaver-Humarel complex, 15 to 30 percent slopes",Complex,,1940,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122302
8576,4937CD,"Larabee-Fivebeaver-Melhorn complex, depositional, 30 to 60 percent slopes",Complex,,796,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122303
8577,4941CD,"Larabee-Klickson-Anatone complex, 30 to 60 percent slopes",Complex,,358,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122304
8578,4943BO,"Kamela-Bocker-Anatone complex, 15 to 30 percent slopes",Complex,,312,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122305
8579,4946AO,"Bolobin-Melhorn complex, 0 to 15 percent slopes",Complex,,1073,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122306
8580,4946BD,"Bolobin-Melhorn complex, depositional, 15 to 30 percent slopes",Complex,,185,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122307
8581,4947CD,"Melhorn-Larabee-Klickson complex, depositional, 30 to 60 percent slopes",Complex,,145,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122308
8582,4949CO,"Larabee-Fivebeaver complex, 30 to 60 percent slopes",Complex,,2305,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122309
8583,4951CM,"Klickson-Larabee complex, mass failure, 30 to 60 percent slopes",Complex,,50,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122310
8584,4955BE,"Tolo-Larabee complex, eolian, 15 to 30 percent slopes",Complex,,1518,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122311
8585,4955BM,"Tolo-Larabee complex, mass failure, 15 to 30 percent slopes",Complex,,58,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122312
8586,4958AO,"Olot-Syrupcreek complex, 0 to 15 percent slopes",Complex,,1233,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122313
8587,4958BO,"Olot-Syrupcreek complex, 15 to 30 percent slopes",Complex,,375,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122314
8588,4969BE,"Syrupcreek-Tamara-Limberjim complex, 15 to 30 percent slopes",Complex,,3979,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122315
8589,4969BL,"Syrupcreek-Limberjim-Tamara complex, landslide, 15 to 30 percent slopes",Complex,,111,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122316
8590,4972BO,"Troutmeadows-Mountemily complex, 15 to 30 percent slopes",Complex,,226,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122317
8591,4974AO,"Burgerbutte-Bearpawmeadow-Puzzlecreek complex, 0 to 15 percent slopes",Complex,,503,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122318
8592,4974CO,"Burgerbutte-Bearpawmeadow-Puzzlecreek complex, 30 to 60 percent slopes",Complex,,29,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122319
8593,4976AO,"Bocker-Klicker-Kamela complex, 0 to 15 percent slopes",Complex,,521,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122320
8594,4978CO,"Fivebeaver-Klickson-Bocker complex, 30 to 60 percent slopes",Complex,,1734,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122321
8595,4135AO,"Olot-Fivebeaver complex, 0 to 15 percent slopes",Complex,,2762,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122322
8596,4980AO,"Larabee-Crackercreek-Fivebeaver complex, 0 to 15 percent slopes",Complex,,1698,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122323
8597,4980BO,"Larabee-Crackercreek-Fivebeaver complex, 15 to 30 percent slopes",Complex,,3252,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122324
8598,4980CO,"Larabee-Crackercreek-Fivebeaver complex, 30 to 60 percent slopes",Complex,,256,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122325
8599,4984AO,"Mountireland-Mountemily-Downeygulch complex, 0 to 15 percent slopes",Complex,,505,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122326
8600,4992AL,"Syrupcreek-Limberjim-Tamara complex, landslide, 0 to 15 percent slopes",Complex,,105,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122327
8601,4996AO,"Troutmeadows-Mountemily complex, 0 to 15 percent slopes",Complex,,221,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122328
8602,4998BO,"Troutmeadows ashy silt loam, 15 to 30 percent slopes",Consociation,,162,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122329
8603,4999AO,"Troutmeadows-Burgerbutte-Bocker complex, 0 to 15 percent",Complex,,28,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122330
8604,5007BO,"Klicker-Tolo-Fivebeaver complex, 15 to 30 percent slopes",Complex,,665,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122331
8605,5008BO,"Fivebeaver-Klicker complex, 15 to 30 percent slopes",Complex,,2133,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122332
8606,5010CO,"Klicker-Fivebeaver-Bolobin complex, 30 60 percent slopes",Complex,,502,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122333
8607,5011DO,"Klicker-Fivebeaver-Rock outcrop complex, 60 to 90 percent slopes",Complex,,2,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122334
8608,5012AO,"Larabee-Olot-Fivebeaver complex, 0 to 15 percent slopes",Complex,,25,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122335
8609,5013AO,"Larabee-Tolo-Klickson complex, 0 to 15 percent slopes",Complex,,57,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122336
8610,5016AO,"Olot-Larabee-Crackercreek complex, 0 to 15 percent slopes",Complex,,1445,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122337
8611,5016BO,"Olot-Larabee-Crackercreek complex, 15 to 30 percent slopes",Complex,,762,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122338
8612,5017AO,"Melhorn-Larabee-Dunstan complex, 0 to 15 percent slopes",Complex,,259,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122339
8613,5017BO,"Melhorn-Larabee-Dunstan complex, 15 to 30 percent slopes",Complex,,245,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122340
8614,5018CM,"Klickson-Tolo complex, mass failure, 30 to 60 percent slopes",Complex,,38,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122341
8615,5019CO,"Syrupcreek-Limberjim-Larabee complex, 30 to 60 percent slopes",Complex,,92,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122342
8616,5029CO,"Klicker-Melhorn-Humarel complex, 30 to 60 percent slopes",Complex,,12,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122343
8617,5715BO,"Troutmeadows-Crawfish-Rock outcrop complex, 15 to 30 percent slopes",Complex,,100,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122344
8618,5723AO,"Troutmeadows-Burgerbutte complex, 0 to 15 percent slopes",Complex,,139,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122345
8619,5723BO,"Troutmeadows-Burgerbutte complex, 15 to 30 percent slopes",Complex,,84,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122346
8620,5727AO,"Mountemily-Troutmeadows complex, 0 to 15 percent slopes",Complex,,109,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122347
8621,5728CO,"Klickson-Bolobin-Anatone complex, 30 to 60 percent slopes",Complex,,12,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122348
8622,5729CS,"Troutmeadows-McCartycreek-Bocker complex, 30 to 60 percent south slopes",Complex,,39,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122349
8623,5737CO,"Puzzlecreek very stony ashy very fine sandy loam, 30 to 60 percent slopes",Consociation,,79,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122350
8624,5745CO,"Klickson-Tolo-Larabee complex, 30 to 60 percent slopes",Complex,,1169,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122351
8625,5751AR,"Bocker-Rock outcrop complex, 0 to 15 percent slopes",Complex,,1565,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122352
8626,5775BO,"Syrupcreek-Limberjim complex, 15 to 30 percent slopes",Complex,,3747,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122353
8627,5836CO,"Bocker-Anatone-Rock outcrop complex, 30 to 60 percent slopes",Complex,,3413,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122354
8628,5836DO,"Bocker-Anatone-Rock outcrop complex, 60 to 90 percent slopes",Complex,,889,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122355
8629,5872CO,"Anatone-Albee-Bocker complex, 30 to 60 percent slopes",Complex,,7,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122356
8630,5880CO,"Burgerbutte-Puzzlecreek-Rock outcrop complex, 30 to 60 percent slopes",Complex,,251,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122357
8631,5887CO,"Olot-Crackercreek complex, 30 to 60 percent slopes",Complex,,34,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122358
8632,5902AO,"Fivebeaver-Klicker-Bocker complex, 0 to 15 percent slopes",Complex,,4046,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122359
8633,5907BO,"Bennettcreek-Olot-Fivebeaver complex, 15 to 30 percent slopes",Complex,,1692,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122360
8634,5913BO,"Olot-Crackercreek-Lowerbluff complex, 15 to 30 percent slopes",Complex,,119,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122361
8635,5922CO,"Kamela-Pinuscreek-Fivebeaver complex, 30 to 60 percent slopes",Complex,,4431,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122362
8636,5923AO,"Bearpawmeadow-Burgerbutte complex, 0 to 15 percent slopes",Complex,,374,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122363
8637,5924CO,"Monumentrock-Burgerbutte complex, 30 to 60 percent slopes",Complex,,99,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122364
8638,5942AO,"Tolo-Larabee-Fivebeaver complex, 0 to 15 percent slopes",Complex,,131,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122365
8639,5944CO,"Larabee-Klickson-Fivebeaver complex, 30 to 60 percent slopes",Complex,,1757,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122366
8640,5950AO,"Bocker-Fivebeaver-Anatone complex, 0 to 15 percent slopes",Complex,,1289,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122367
8641,5956AO,"Parsnip-Fivebit-Bocker complex, 0 to 15 percent slopes",Complex,,36,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122368
8642,5963CO,"Anatone-Fivebit-Bocker complex, 30 to 60 percent slopes",Complex,,7893,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122369
8643,5964BO,"Bocker-Grubcreek complex, 15 to 30 percent slopes",Complex,,350,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122370
8644,5967BO,"Olot-Bennettcreek-Crackercreek complex, 15 to 30 percent slopes",Complex,,2989,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122371
8645,5968CO,"Crackercreek-Bennettcreek complex, 30 to 60 percent slopes",Complex,,5710,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122372
8646,5980BO,"Bolobin-Anatone complex, 15 to 30 percent slopes",Complex,,10,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122373
8647,5981BO,"Bolony-Fivebeaver-Anatone complex, 15 to 30 percent slopes",Complex,,41,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122374
8648,5998AO,"Olot-Syrupcreek-Fivebit complex, 0 to 15 percent slopes",Complex,,82,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122375
8649,7301BR,"Blackgulch-Rock outcrop complex, 15 to 30 percent slopes",Complex,,174,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122376
8650,7302BO,"Lemoncreek-Kingbolt-Rock outcrop complex, 15 to 30 percent slopes",Complex,,265,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122377
8651,7304AO,"Vogel-Bluecanyon complex, 0 to 15 percent slopes",Complex,,87,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122378
8652,7305CO,"Blackgulch-Deck-Rock outcrop complex, 30 to 60 percent slopes",Complex,,401,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122379
8653,7307BO,"Lemoncreek-Cotay-Blackgulch complex, 15 to 30 percent slopes",Complex,,1478,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122380
8654,7308CO,"Ironside-Blackgulch-Rock outcrop complex, 30 to 60 percent slopes",Complex,,565,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122381
8655,7312CM,"Payraise-Lemoncreek complex, mass failure, 30 to 60 percent slopes",Complex,,34,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122382
8656,7319BO,"Deck-Blackgulch complex, 15 to 30 percent slopes",Complex,,281,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122383
8657,7320CO,"Deck-Kettlecreek-Blackgulch complex, 30 to 60 percent slopes",Complex,,1603,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122384
8658,7321CO,"Blackgulch very gravelly ashy silt loam, 30 to 60 percent slopes",Consociation,,28,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122385
8659,7322CO,"Deck-Hondu-Blackgulch complex, 30 to 60 percent slopes",Complex,,1602,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122386
8660,7323CO,"Uptmor-Cotay-Blackgulch complex, 30 to 60 percent slopes",Complex,,253,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122387
8661,7324BO,"Kingbolt-Slaughterhouse-Blackgulch complex, 15 to 30 percent slopes",Complex,,2575,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122388
8662,7325CO,"Hondu-Deck-Blackgulch complex, 30 to 60 percent slopes",Complex,,1039,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122389
8663,7326CO,"Slaughterhouse-Kingbolt-Lemoncreek complex, 30 to 60 percent slopes",Complex,,327,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122390
8664,7328BO,"Lemonex-Blackgulch complex, 15 to 30 percent slopes",Complex,,1812,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122391
8665,7329AO,"Blackgulch-Kingbolt complex, 0 to 15 percent slopes",Complex,,66,,,,,,,Not prime farmland,,,,,Order 2,,,,,,86877,3122392
8666,7330CO,"Lemoncreek-Deck complex, 30 to 60 percent slopes",Complex,,697,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122393
8667,7336BO,"Fruitcreek-Vandamine-Rubble Land complex, 15 to 30 percent slopes",Complex,,187,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122394
8668,7338AO,"Uptmor-Slaughterhouse complex, 0 to 15 percent slopes",Complex,,298,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122395
8669,7340CO,"Payraise-Cotay complex, 30 to 60 percent slopes",Complex,,11,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122396
8670,7341BM,"Bordengulch-Angelpeak complex, mass failure, 15 to 30 percent slopes",Complex,,145,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122397
8671,7341BO,"Bordengulch-Angelpeak complex, 15 to 30 percent slopes",Complex,,442,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122398
8672,7343CO,"Cotay-Humarel-Uptmor complex, 30 to 60 percent slopes",Complex,,458,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122399
8673,7346AO,"Lemonex-Uptmor-Deck complex, 0 to 15 percent slopes",Complex,,188,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122400
8674,7346BO,"Lemonex-Uptmor-Deck complex, 15 to 30 percent slopes",Complex,,494,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122401
8675,7360AO,"Kingbolt-Lemoncreek complex, 0 to 15 percent slopes",Complex,,29,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122402
8676,7555AO,"Honeymooncan-Twobit complex, 0 to 15 percent slopes",Complex,,850,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122403
8677,7556BO,"Honeymooncan-Twobit complex, 15 to 30 percent slopes",Complex,,1746,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122404
8678,7556CO,"Honeymooncan-Twobit complex, 30 to 60 percent slopes",Complex,,4344,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122405
8679,7558AO,"Bordengulch-Angelpeak complex, 0 to 15 percent slopes",Complex,,104,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122406
8680,7562BO,"Bordengulch-Fruitcreek complex, without serpentine, 15 to 30 percent slopes",Complex,,13,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122407
8681,7568CO,"Fruitcreek-Bordengulch-Rock outcrop complex, without serpentine, 30 to 60 percent slopes",Complex,,5,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,86877,3122408
